Booking_ID,no_of_adults,no_of_children,total_guests,no_of_weekend_nights,no_of_week_nights,length_of_stay,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_formatted_date
INN12520,2,0,2,0,2,2,2,0,1,102,2017,10,16,2,0,0,0,109,0,0,16-10-17
INN12521,2,0,2,2,3,5,1,0,1,259,2018,10,2,1,0,0,0,96.1,0,1,02-10-18
INN12522,1,0,1,0,1,1,1,0,1,25,2018,11,29,1,0,0,0,75.2,0,0,29-11-18
INN12523,2,0,2,2,2,4,1,0,4,16,2018,12,24,1,0,0,0,98.6,1,0,24-12-18
INN12524,3,0,3,2,1,3,1,0,4,19,2018,8,14,1,0,0,0,191,1,1,14-08-18
INN12525,2,0,2,0,2,2,1,1,1,0,2018,12,23,1,0,0,0,89,2,0,23-12-18
INN12526,2,0,2,0,1,1,0,0,1,129,2018,7,6,1,0,0,0,112.5,0,1,06-07-18
INN12527,2,0,2,1,1,2,2,0,1,247,2018,6,6,2,0,0,0,115,1,1,06-06-18
INN12528,1,0,1,1,2,3,1,0,4,6,2017,10,19,1,0,0,0,136,1,0,19-10-17
INN12529,1,0,1,0,3,3,1,0,1,8,2018,3,1,2,0,0,0,56,0,0,01-03-18
INN12530,3,0,3,0,1,1,1,0,4,4,2018,3,26,1,0,0,0,187,1,0,26-03-18
INN12531,2,1,3,2,4,6,1,0,1,76,2018,10,12,1,0,0,0,135,1,1,12-10-18
INN12532,2,0,2,2,2,4,1,0,1,95,2018,7,15,2,0,0,0,79.56,0,0,15-07-18
INN12533,2,0,2,0,1,1,0,0,1,5,2018,4,19,1,0,0,0,89,0,0,19-04-18
INN12534,2,0,2,1,4,5,1,0,1,106,2018,7,13,2,0,0,0,72.25,0,0,13-07-18
INN12535,2,0,2,1,2,3,1,0,4,49,2018,6,3,1,0,0,0,131.4,0,1,03-06-18
INN12536,1,0,1,0,1,1,0,0,1,11,2018,1,28,1,0,0,0,57.98,1,0,28-01-18
INN12537,2,0,2,0,3,3,1,0,1,193,2017,10,15,2,0,0,0,65,0,1,15-10-17
INN12538,2,0,2,0,1,1,1,0,1,24,2017,10,2,2,0,0,0,111.6,0,0,02-10-17
INN12539,2,0,2,1,2,3,1,0,1,89,2018,5,9,2,0,0,0,75,0,0,09-05-18
INN12540,3,0,3,0,3,3,1,0,1,8,2018,2,4,1,0,0,0,127,0,1,04-02-18
INN12541,2,0,2,2,0,2,1,0,1,73,2018,12,4,2,0,0,0,75,0,0,04-12-18
INN12542,0,2,2,0,5,5,1,0,2,123,2018,4,12,1,0,0,0,81.5,1,0,12-04-18
INN12543,2,0,2,0,4,4,1,0,1,84,2018,4,27,1,0,0,0,105.4,1,0,27-04-18
INN12544,2,0,2,0,2,2,2,0,1,286,2018,9,16,2,0,0,0,117,1,1,16-09-18
INN12545,2,0,2,0,2,2,1,0,1,83,2018,4,7,1,0,0,0,96.3,1,0,07-04-18
INN12546,1,0,1,1,0,1,1,1,1,6,2018,9,26,3,0,0,0,65,0,0,26-09-18
INN12547,2,0,2,2,5,7,1,0,4,65,2018,9,15,1,0,0,0,149.4,3,0,15-09-18
INN12548,2,0,2,0,3,3,1,0,1,9,2018,4,20,2,0,0,0,95,0,0,20-04-18
INN12549,1,0,1,1,0,1,1,0,1,13,2018,12,5,1,0,0,0,96,0,0,05-12-18
INN12550,3,0,3,0,3,3,1,0,1,147,2018,6,2,2,0,0,0,124,1,1,02-06-18
INN12551,2,0,2,2,1,3,0,0,1,13,2018,9,25,1,0,0,0,129,2,0,25-09-18
INN12552,2,0,2,0,4,4,1,0,4,92,2017,12,22,2,0,0,0,60,0,0,22-12-17
INN12553,1,0,1,0,1,1,2,0,1,67,2018,7,26,2,0,0,0,95,0,0,26-07-18
INN12554,1,0,1,4,6,10,1,0,4,3,2018,5,1,4,0,0,0,110,0,1,01-05-18
INN12555,2,0,2,0,1,1,1,0,1,3,2018,1,14,1,1,11,4,83.9,1,0,14-01-18
INN12556,2,0,2,1,2,3,2,0,1,200,2018,9,19,1,0,0,0,161.1,2,1,19-09-18
INN12557,2,0,2,0,5,5,1,0,4,10,2018,3,1,1,0,0,0,118.8,0,0,01-03-18
INN12558,2,0,2,0,2,2,1,0,1,13,2017,8,25,1,0,0,0,90,1,0,25-08-17
INN12559,2,0,2,0,3,3,1,0,1,304,2018,11,3,2,0,0,0,89,0,1,03-11-18
INN12560,2,0,2,0,2,2,1,0,1,28,2018,4,21,1,0,0,0,109,1,0,21-04-18
INN12561,3,0,3,0,1,1,1,0,4,63,2018,6,11,1,0,0,0,159.3,0,1,11-06-18
INN12562,2,0,2,2,3,5,0,0,1,26,2018,10,16,1,0,0,0,119,1,1,16-10-18
INN12563,1,0,1,1,3,4,1,0,1,118,2018,6,6,2,0,0,0,110,0,0,06-06-18
INN12564,1,0,1,0,2,2,1,0,1,188,2018,6,15,2,0,0,0,130,0,1,15-06-18
INN12565,2,0,2,2,2,4,1,0,1,174,2018,8,12,1,0,0,0,99.45,1,0,12-08-18
INN12566,2,0,2,1,2,3,1,0,1,57,2018,4,11,1,0,0,0,105.3,0,1,11-04-18
INN12567,2,0,2,1,2,3,1,1,1,96,2018,4,18,1,0,0,0,96.3,1,0,18-04-18
INN12568,2,0,2,0,2,2,2,0,1,102,2017,10,16,2,0,0,0,101.5,0,1,16-10-17
INN12569,1,0,1,0,2,2,1,0,1,64,2018,5,17,3,0,0,0,130,0,0,17-05-18
INN12570,2,0,2,3,6,9,1,0,1,140,2017,8,10,1,0,0,0,76.5,2,0,10-08-17
INN12571,3,0,3,1,3,4,1,0,4,100,2018,8,25,1,0,0,0,150.3,1,0,25-08-18
INN12572,2,0,2,0,1,1,1,0,1,112,2018,9,8,1,0,0,0,129.6,0,1,08-09-18
INN12573,2,0,2,0,4,4,1,0,1,245,2018,9,28,2,0,0,0,80.75,0,0,28-09-18
INN12574,1,0,1,2,0,2,1,0,1,2,2017,10,18,3,1,0,1,65,0,0,18-10-17
INN12575,2,0,2,0,1,1,0,1,1,5,2018,8,17,1,0,0,0,127,2,0,17-08-18
INN12576,2,0,2,2,1,3,1,0,1,179,2018,10,1,1,0,0,0,108.9,1,1,01-10-18
INN12577,2,0,2,2,3,5,1,0,1,20,2018,9,24,1,0,0,0,145,1,0,24-09-18
INN12578,2,0,2,0,2,2,2,0,1,39,2017,8,14,2,0,0,0,101.5,0,0,14-08-17
INN12579,1,0,1,0,3,3,1,0,1,15,2018,2,18,2,0,0,0,86,0,0,18-02-18
INN12580,2,0,2,0,2,2,1,0,1,175,2018,7,13,1,0,0,0,96.3,1,0,13-07-18
INN12581,2,0,2,0,1,1,1,0,1,29,2018,8,30,1,0,0,0,122,2,0,30-08-18
INN12582,1,0,1,2,1,3,1,0,4,5,2018,1,24,1,0,0,0,63.4,1,0,24-01-18
INN12583,1,0,1,0,1,1,1,0,1,17,2018,6,23,1,0,0,0,95,1,1,23-06-18
INN12584,2,0,2,1,0,1,0,0,1,31,2018,9,11,1,0,0,0,125.1,2,0,11-09-18
INN12585,1,0,1,1,0,1,1,0,5,4,2018,4,18,1,0,0,0,0,2,0,18-04-18
INN12586,2,0,2,1,2,3,0,0,1,29,2018,8,15,1,0,0,0,129.73,1,1,15-08-18
INN12587,2,0,2,0,4,4,1,0,1,21,2018,11,1,1,0,0,0,102,1,0,01-11-18
INN12588,2,0,2,0,3,3,1,0,1,230,2018,10,19,1,0,0,0,96.3,0,1,19-10-18
INN12589,1,0,1,2,0,2,1,0,1,11,2017,12,13,1,1,0,1,66.99,1,0,13-12-17
INN12590,1,0,1,2,4,6,1,0,1,64,2017,10,1,2,0,0,0,100,0,0,01-10-17
INN12591,2,0,2,0,2,2,1,0,1,21,2018,1,29,1,0,0,0,80.3,1,0,29-01-18
INN12592,1,0,1,0,3,3,1,0,4,11,2018,6,14,3,0,0,0,90,0,0,14-06-18
INN12593,2,0,2,0,3,3,1,0,1,87,2018,4,14,1,0,0,0,96.3,0,1,14-04-18
INN12594,2,0,2,1,2,3,1,0,1,62,2018,3,14,1,0,0,0,60.29,1,0,14-03-18
INN12595,2,0,2,0,1,1,0,0,1,1,2018,5,12,2,0,0,0,85,0,0,12-05-18
INN12596,2,2,4,2,1,3,1,0,6,9,2018,11,26,1,0,0,0,150.07,0,0,26-11-18
INN12597,1,0,1,1,3,4,1,0,1,113,2018,5,9,1,0,0,0,89.25,0,1,09-05-18
INN12598,2,0,2,1,0,1,1,0,1,2,2017,12,13,5,0,0,0,0,1,0,13-12-17
INN12599,2,0,2,1,0,1,1,0,1,263,2017,9,21,2,0,0,0,67,0,0,21-09-17
INN12600,2,0,2,2,1,3,1,0,1,127,2017,8,16,2,0,0,0,63.75,1,1,16-08-17
INN12601,2,2,4,3,5,8,1,0,6,7,2018,9,25,1,0,0,0,251.5,0,1,25-09-18
INN12602,2,0,2,1,4,5,1,0,1,37,2018,2,10,1,0,0,0,80.3,1,0,10-02-18
INN12603,3,0,3,0,2,2,2,0,4,80,2017,10,9,2,0,0,0,160,0,0,09-10-17
INN12604,2,0,2,2,1,3,1,0,1,110,2018,4,9,1,0,0,0,93.3,0,0,09-04-18
INN12605,2,0,2,1,2,3,1,0,1,418,2018,9,26,2,0,0,0,75,0,1,26-09-18
INN12606,1,0,1,1,3,4,1,0,1,209,2018,9,29,1,0,0,0,111.35,0,1,29-09-18
INN12607,3,0,3,1,1,2,1,0,4,52,2018,10,17,1,0,0,0,158.4,2,0,17-10-18
INN12608,2,0,2,0,3,3,1,0,1,158,2018,4,12,1,0,0,0,107,0,1,12-04-18
INN12609,2,0,2,0,3,3,0,0,1,169,2018,7,13,1,0,0,0,94.5,1,0,13-07-18
INN12610,2,0,2,2,1,3,1,0,4,202,2018,10,22,1,0,0,0,109.8,0,1,22-10-18
INN12611,1,0,1,0,1,1,1,0,1,4,2018,3,11,3,0,0,0,99,0,0,11-03-18
INN12612,1,0,1,0,1,1,1,0,4,34,2018,3,23,1,0,0,0,112.5,0,1,23-03-18
INN12613,2,0,2,2,5,7,1,0,1,83,2018,4,20,2,0,0,0,80.75,0,0,20-04-18
INN12614,2,0,2,0,2,2,2,0,1,86,2017,9,24,2,0,0,0,120,0,0,24-09-17
INN12615,2,0,2,0,2,2,1,0,4,4,2018,9,13,1,0,0,0,124.36,0,1,13-09-18
INN12616,2,0,2,1,1,2,1,0,1,40,2017,10,5,2,0,0,0,70,0,0,05-10-17
INN12617,2,1,3,1,0,1,1,0,1,2,2018,2,8,1,0,0,0,109,1,0,08-02-18
INN12618,3,0,3,2,1,3,1,0,4,196,2018,8,28,1,0,0,0,128.7,0,1,28-08-18
INN12619,2,0,2,0,2,2,1,0,1,30,2018,3,4,1,0,0,0,88.4,0,0,04-03-18
INN12620,2,0,2,2,3,5,1,0,4,16,2018,8,28,2,0,0,0,107,0,0,28-08-18
INN12621,2,0,2,0,4,4,1,0,1,35,2018,11,16,1,0,0,0,88.4,1,0,16-11-18
INN12622,2,0,2,0,1,1,2,0,4,16,2018,12,3,1,0,0,0,159,4,0,03-12-18
INN12623,2,0,2,4,5,9,1,0,1,89,2018,6,26,1,0,0,0,110.3,0,1,26-06-18
INN12624,1,0,1,1,1,2,1,0,5,3,2018,9,26,3,0,0,0,166.25,0,0,26-09-18
INN12625,2,0,2,1,1,2,1,0,1,33,2018,5,2,1,0,0,0,126.9,0,1,02-05-18
INN12626,2,0,2,0,1,1,1,0,1,443,2018,4,29,2,0,0,0,65,0,1,29-04-18
INN12627,3,0,3,1,2,3,1,0,4,83,2018,11,4,1,0,0,0,122.4,2,0,04-11-18
INN12628,2,0,2,1,0,1,1,0,1,0,2017,8,3,5,0,0,0,0,0,0,03-08-17
INN12629,2,0,2,0,2,2,2,0,1,39,2017,8,14,2,0,0,0,109,0,0,14-08-17
INN12630,2,0,2,0,4,4,1,0,1,23,2018,2,10,1,0,0,0,72.8,0,1,10-02-18
INN12631,2,0,2,0,1,1,2,0,1,72,2017,9,18,2,0,0,0,108,0,0,18-09-17
INN12632,2,0,2,2,3,5,1,0,1,118,2018,4,30,1,0,0,0,97.75,1,0,30-04-18
INN12633,1,0,1,2,4,6,1,0,1,245,2018,7,6,2,0,0,0,110,0,1,06-07-18
INN12634,2,0,2,0,2,2,2,0,1,39,2017,8,14,2,0,0,0,101.5,0,0,14-08-17
INN12635,3,0,3,2,3,5,1,0,4,102,2018,6,12,1,0,0,0,150.15,0,0,12-06-18
INN12636,2,0,2,2,2,4,0,0,1,208,2018,7,30,1,0,0,0,80.75,0,1,30-07-18
INN12637,2,0,2,1,2,3,1,0,1,273,2018,5,13,2,0,0,0,95,0,1,13-05-18
INN12638,1,0,1,2,4,6,1,0,1,245,2018,7,6,2,0,0,0,110,0,1,06-07-18
INN12639,2,0,2,2,4,6,0,0,1,194,2018,10,8,1,0,0,0,105.6,1,1,08-10-18
INN12640,1,0,1,0,1,1,1,0,1,0,2018,11,29,3,0,0,0,65,0,0,29-11-18
INN12641,2,0,2,0,1,1,1,0,2,35,2017,12,26,1,0,0,0,77.25,2,0,26-12-17
INN12642,1,0,1,1,2,3,1,0,1,3,2017,10,12,3,1,0,1,65,0,0,12-10-17
INN12643,2,0,2,0,2,2,2,0,4,80,2017,10,9,2,0,0,0,136,0,0,09-10-17
INN12644,3,0,3,1,3,4,1,0,4,90,2018,12,26,1,0,0,0,127.71,3,0,26-12-18
INN12645,2,0,2,1,2,3,1,0,1,65,2017,10,19,1,0,0,0,111,0,0,19-10-17
INN12646,1,0,1,1,1,2,1,0,1,60,2018,4,30,1,0,0,0,121.5,0,1,30-04-18
INN12647,1,0,1,0,3,3,1,0,1,64,2018,5,17,3,0,0,0,130,0,0,17-05-18
INN12648,2,0,2,0,3,3,2,0,4,1,2018,3,15,2,0,0,0,111,0,0,15-03-18
INN12649,3,0,3,0,2,2,1,0,4,47,2018,6,22,1,0,0,0,134.1,0,1,22-06-18
INN12650,2,0,2,2,0,2,0,0,1,144,2018,6,26,1,0,0,0,85.5,1,0,26-06-18
INN12651,2,0,2,1,2,3,1,0,1,62,2018,3,4,1,0,0,0,80.3,0,1,04-03-18
INN12652,2,0,2,0,3,3,1,0,1,50,2018,1,14,2,0,0,0,52,1,0,14-01-18
INN12653,2,0,2,2,2,4,1,0,1,99,2017,10,30,2,0,0,0,65,0,1,30-10-17
INN12654,2,0,2,0,3,3,1,0,1,143,2018,8,25,2,0,0,0,100,0,0,25-08-18
INN12655,1,0,1,0,2,2,1,0,1,5,2018,5,24,3,0,0,0,100,0,0,24-05-18
INN12656,2,0,2,0,2,2,2,0,1,292,2018,7,21,2,0,0,0,115,0,1,21-07-18
INN12657,2,0,2,2,2,4,1,0,1,175,2017,9,11,1,0,0,0,93.5,2,0,11-09-17
INN12658,1,0,1,2,1,3,2,0,1,122,2018,3,27,2,0,0,0,86,0,0,27-03-18
INN12659,2,0,2,1,3,4,1,0,1,78,2018,12,8,1,0,0,0,88.4,1,0,08-12-18
INN12660,2,0,2,2,1,3,1,0,4,66,2018,12,24,1,0,0,0,79,1,0,24-12-18
INN12661,2,0,2,1,2,3,1,0,4,147,2018,8,22,1,0,0,0,118.8,0,1,22-08-18
INN12662,2,0,2,2,3,5,1,0,1,189,2018,7,30,1,0,0,0,90.95,1,0,30-07-18
INN12663,1,0,1,0,1,1,1,0,1,0,2018,1,21,3,1,0,2,76,0,0,21-01-18
INN12664,2,0,2,0,4,4,0,0,1,0,2018,11,16,1,0,0,0,59.94,0,0,16-11-18
INN12665,1,0,1,2,2,4,1,0,1,77,2018,4,16,1,0,0,0,95.2,1,0,16-04-18
INN12666,2,0,2,1,2,3,1,0,1,67,2018,9,5,1,0,0,0,75.54,1,0,05-09-18
INN12667,2,0,2,0,3,3,0,0,1,30,2018,1,28,1,0,0,0,67.5,1,0,28-01-18
INN12668,2,2,4,0,3,3,1,0,7,15,2018,7,26,1,0,0,0,225.2,2,0,26-07-18
INN12669,1,0,1,0,2,2,1,1,1,37,2017,9,16,1,0,0,0,85.5,0,0,16-09-17
INN12670,1,0,1,0,2,2,1,0,1,6,2018,7,21,3,0,0,0,93,2,0,21-07-18
INN12671,2,0,2,0,3,3,1,0,5,58,2018,4,12,1,0,0,0,100.48,0,0,12-04-18
INN12672,2,0,2,0,3,3,1,0,1,84,2018,10,26,1,0,0,0,90.9,1,0,26-10-18
INN12673,1,0,1,1,2,3,1,0,5,290,2018,12,12,3,0,0,0,106,0,0,12-12-18
INN12674,1,0,1,1,3,4,1,0,1,35,2018,11,7,1,0,0,0,199,2,0,07-11-18
INN12675,2,0,2,0,2,2,0,0,1,10,2017,9,22,1,0,0,0,114,2,0,22-09-17
INN12676,2,0,2,0,2,2,0,0,1,70,2018,2,5,1,0,0,0,69.5,0,0,05-02-18
INN12677,2,0,2,1,0,1,1,0,1,82,2018,6,27,1,0,0,0,96.3,0,1,27-06-18
INN12678,2,0,2,0,2,2,0,0,1,64,2018,10,25,1,0,0,0,80.1,0,0,25-10-18
INN12679,1,0,1,0,2,2,1,0,1,164,2017,10,2,2,0,0,0,100,0,0,02-10-17
INN12680,2,0,2,1,0,1,0,0,1,30,2018,11,14,1,0,0,0,88,1,0,14-11-18
INN12681,2,0,2,2,4,6,1,0,4,95,2018,7,14,1,0,0,0,118.8,1,0,14-07-18
INN12682,2,0,2,0,1,1,1,0,1,13,2017,9,16,1,0,0,0,98.4,0,0,16-09-17
INN12683,2,0,2,2,1,3,1,0,1,4,2018,11,13,1,0,0,0,111,1,0,13-11-18
INN12684,2,0,2,0,2,2,1,0,4,6,2018,2,5,1,0,0,0,106,0,1,05-02-18
INN12685,2,0,2,1,2,3,0,0,1,108,2018,5,2,1,0,0,0,94.5,1,0,02-05-18
INN12686,2,0,2,1,1,2,0,0,1,2,2018,4,11,1,0,0,0,104,1,0,11-04-18
INN12687,1,0,1,0,1,1,1,0,1,0,2018,5,24,1,0,0,0,135,0,1,24-05-18
INN12688,1,0,1,1,3,4,1,0,1,10,2018,11,7,4,0,0,0,79,0,1,07-11-18
INN12689,2,0,2,0,3,3,1,0,1,33,2017,9,15,1,0,0,0,94.5,2,0,15-09-17
INN12690,2,0,2,1,0,1,1,0,1,141,2017,9,20,2,0,0,0,90,0,1,20-09-17
INN12691,2,0,2,1,5,6,1,0,1,18,2018,2,22,2,0,0,0,50.33,0,0,22-02-18
INN12692,2,0,2,0,3,3,1,0,1,90,2018,12,21,1,0,0,0,93.6,1,0,21-12-18
INN12693,1,0,1,2,5,7,1,0,4,29,2017,9,17,2,0,0,0,59.29,0,0,17-09-17
INN12694,1,0,1,0,3,3,1,0,1,113,2018,5,31,3,0,0,0,100,0,1,31-05-18
INN12695,1,0,1,2,1,3,1,0,1,1,2018,2,28,2,0,0,0,60,0,1,28-02-18
INN12696,2,0,2,2,1,3,0,0,1,8,2017,12,27,1,0,0,0,77.92,0,0,27-12-17
INN12697,2,0,2,2,3,5,1,0,1,269,2018,12,29,2,0,0,0,80,1,0,29-12-18
INN12698,2,0,2,2,1,3,1,0,4,149,2018,8,20,1,0,0,0,118.8,0,1,20-08-18
INN12699,2,0,2,0,2,2,1,0,4,64,2018,10,25,1,0,0,0,85.93,1,0,25-10-18
INN12700,1,0,1,2,3,5,1,0,1,192,2017,9,25,1,0,0,0,0,0,0,25-09-17
INN12701,2,0,2,2,2,4,1,0,4,32,2018,9,10,1,0,0,0,149.4,2,0,10-09-18
INN12702,2,0,2,2,1,3,1,0,1,49,2018,3,12,2,0,0,0,44.67,0,0,12-03-18
INN12703,2,0,2,0,3,3,0,0,1,86,2018,4,5,1,0,0,0,79.5,1,0,05-04-18
INN12704,2,0,2,0,2,2,2,0,1,102,2017,10,16,2,0,0,0,109,0,0,16-10-17
INN12705,3,0,3,2,2,4,1,0,4,13,2018,3,26,1,0,0,0,179.5,0,1,26-03-18
INN12706,2,0,2,1,2,3,1,0,1,33,2018,4,18,1,0,0,0,0,1,0,18-04-18
INN12707,2,0,2,2,2,4,1,0,1,2,2018,4,17,2,0,0,0,72.75,0,0,17-04-18
INN12708,1,0,1,0,2,2,1,0,1,181,2018,10,11,2,0,0,0,120,0,1,11-10-18
INN12709,2,0,2,1,2,3,0,0,1,155,2018,8,22,1,0,0,0,94.5,0,1,22-08-18
INN12710,2,0,2,1,1,2,1,0,1,6,2018,1,16,1,0,0,0,97,1,0,16-01-18
INN12711,1,0,1,0,2,2,1,0,1,167,2018,10,5,2,0,0,0,78.2,0,1,05-10-18
INN12712,2,2,4,0,3,3,1,0,6,22,2018,6,16,1,0,0,0,221,0,1,16-06-18
INN12713,2,0,2,0,2,2,1,0,1,225,2018,8,12,1,0,0,0,96.3,0,1,12-08-18
INN12714,2,0,2,1,4,5,1,0,4,110,2018,9,21,1,0,0,0,149.4,1,1,21-09-18
INN12715,2,1,3,2,5,7,1,0,1,132,2018,7,2,1,0,0,0,114.75,2,1,02-07-18
INN12716,2,0,2,1,4,5,1,0,1,183,2018,8,3,2,0,0,0,112,1,1,03-08-18
INN12717,2,0,2,1,3,4,1,0,2,102,2018,4,14,1,0,0,0,77.78,1,0,14-04-18
INN12718,2,1,3,1,3,4,1,0,1,57,2018,3,21,1,0,0,0,108.8,2,0,21-03-18
INN12719,2,0,2,0,2,2,0,0,1,44,2018,6,1,1,0,0,0,93.6,1,0,01-06-18
INN12720,1,0,1,1,3,4,0,0,1,87,2018,5,26,2,0,0,0,85,0,0,26-05-18
INN12721,2,0,2,1,0,1,0,0,1,1,2018,2,14,1,0,0,0,79,0,1,14-02-18
INN12722,2,0,2,0,3,3,1,0,1,90,2018,4,19,1,0,0,0,105.3,1,0,19-04-18
INN12723,2,1,3,2,3,5,1,0,6,69,2018,10,16,1,0,0,0,153.05,1,0,16-10-18
INN12724,2,0,2,2,0,2,1,0,1,48,2018,5,29,1,0,0,0,121.5,0,1,29-05-18
INN12725,2,0,2,1,4,5,1,0,1,148,2017,12,30,2,0,0,0,67,0,0,30-12-17
INN12726,2,0,2,0,3,3,1,0,4,313,2018,12,1,1,0,0,0,91.8,1,1,01-12-18
INN12727,2,0,2,1,3,4,1,1,1,17,2017,9,21,1,0,0,0,133,1,0,21-09-17
INN12728,2,0,2,1,1,2,1,0,1,180,2018,5,2,2,0,0,0,100,1,0,02-05-18
INN12729,2,0,2,2,0,2,2,0,1,386,2018,10,23,2,0,0,0,115,1,1,23-10-18
INN12730,2,0,2,1,2,3,1,0,1,267,2018,9,30,2,0,0,0,95,0,1,30-09-18
INN12731,2,1,3,0,2,2,1,0,1,157,2018,7,14,1,0,0,0,121.5,2,1,14-07-18
INN12732,2,2,4,2,3,5,1,0,6,18,2018,1,15,1,0,0,0,169,0,0,15-01-18
INN12733,1,0,1,0,2,2,1,0,1,164,2017,10,2,2,0,0,0,100,0,0,02-10-17
INN12734,2,0,2,0,2,2,1,0,4,8,2018,9,21,1,0,0,0,184,1,0,21-09-18
INN12735,2,0,2,1,5,6,1,0,1,123,2018,6,7,1,0,0,0,119.85,1,0,07-06-18
INN12736,2,1,3,1,3,4,2,0,1,34,2018,8,15,1,0,0,0,194.85,0,1,15-08-18
INN12737,2,0,2,0,1,1,1,0,1,56,2018,6,8,2,0,0,0,120,0,0,08-06-18
INN12738,2,0,2,2,1,3,0,0,1,17,2018,10,9,2,0,0,0,85,0,0,09-10-18
INN12739,3,0,3,5,12,17,1,0,4,208,2018,9,12,1,0,0,0,150.45,0,1,12-09-18
INN12740,2,0,2,1,2,3,1,0,1,3,2017,11,9,2,0,0,0,80,0,0,09-11-17
INN12741,0,2,2,2,3,5,1,0,2,247,2018,12,24,1,0,0,0,67.26,1,0,24-12-18
INN12742,1,0,1,0,2,2,0,0,1,13,2018,4,26,1,0,0,0,104,0,0,26-04-18
INN12743,1,0,1,0,1,1,0,0,1,28,2018,11,2,1,0,0,0,120,0,0,02-11-18
INN12744,2,0,2,0,2,2,1,0,4,59,2018,4,15,1,0,0,0,127.8,0,1,15-04-18
INN12745,1,0,1,0,2,2,1,0,1,4,2018,11,22,1,0,0,0,99.5,2,0,22-11-18
INN12746,2,0,2,2,2,4,1,0,1,75,2018,2,20,2,0,0,0,60,0,0,20-02-18
INN12747,2,0,2,0,2,2,0,0,1,70,2018,3,9,1,0,0,0,67.5,1,1,09-03-18
INN12748,3,0,3,0,1,1,1,0,4,3,2018,10,15,1,0,0,0,157.27,1,0,15-10-18
INN12749,2,0,2,1,1,2,0,0,1,268,2018,10,1,1,0,0,0,95.4,0,1,01-10-18
INN12750,1,0,1,2,2,4,1,0,1,115,2018,2,27,2,0,0,0,76,0,0,27-02-18
INN12751,2,1,3,0,2,2,1,0,1,59,2018,7,28,1,0,0,0,137.7,1,0,28-07-18
INN12752,2,0,2,2,0,2,1,0,1,85,2018,10,30,1,0,0,0,90.9,1,1,30-10-18
INN12753,1,0,1,2,2,4,1,0,1,18,2017,9,26,3,0,0,0,190,0,0,26-09-17
INN12754,1,0,1,0,2,2,1,0,1,32,2017,11,20,2,0,0,0,73,0,0,20-11-17
INN12755,3,0,3,2,2,4,1,0,4,76,2018,7,10,1,0,0,0,142.2,0,0,10-07-18
INN12756,3,0,3,0,2,2,1,0,5,48,2018,9,14,2,0,0,0,175,0,0,14-09-18
INN12757,2,0,2,0,3,3,1,0,4,86,2018,3,10,1,0,0,0,87.3,2,0,10-03-18
INN12758,2,0,2,1,4,5,1,0,1,90,2018,3,7,1,0,0,0,73.95,0,1,07-03-18
INN12759,3,0,3,1,1,2,1,0,4,65,2018,7,9,1,0,0,0,148.5,0,1,09-07-18
INN12760,2,0,2,5,15,20,0,0,1,22,2018,1,25,1,0,0,0,71.2,0,0,25-01-18
INN12761,2,2,4,2,3,5,1,0,6,155,2018,12,29,1,0,0,0,148.58,1,1,29-12-18
INN12762,2,0,2,2,2,4,1,0,4,38,2018,11,4,1,0,0,0,120.91,2,0,04-11-18
INN12763,3,0,3,2,2,4,1,0,4,255,2018,12,30,1,0,0,0,123.75,0,0,30-12-18
INN12764,2,0,2,0,1,1,1,0,1,11,2018,2,13,1,0,0,0,91,1,0,13-02-18
INN12765,2,0,2,0,5,5,2,0,1,26,2018,3,1,1,0,0,0,90.44,0,0,01-03-18
INN12766,1,0,1,0,3,3,1,0,1,166,2018,11,1,2,0,0,0,110,0,1,01-11-18
INN12767,2,0,2,0,2,2,1,0,4,144,2018,5,6,1,0,0,0,114.3,1,1,06-05-18
INN12768,2,0,2,2,0,2,2,0,1,386,2018,10,23,2,0,0,0,115,1,1,23-10-18
INN12769,2,0,2,1,3,4,0,0,1,58,2018,3,21,1,0,0,0,83.3,1,1,21-03-18
INN12770,1,0,1,1,0,1,1,0,1,5,2017,10,5,3,1,0,1,65,0,0,05-10-17
INN12771,2,0,2,1,2,3,1,0,1,126,2017,7,27,1,0,0,0,76.5,1,0,27-07-17
INN12772,3,0,3,1,2,3,1,0,4,23,2018,5,2,1,0,0,0,143.99,1,0,02-05-18
INN12773,2,0,2,2,2,4,1,0,2,62,2018,9,4,1,0,0,0,96.23,0,1,04-09-18
INN12774,2,0,2,0,3,3,1,0,1,106,2018,3,10,2,0,0,0,38.67,0,0,10-03-18
INN12775,2,0,2,1,0,1,1,0,1,2,2018,3,28,1,0,0,0,101,0,0,28-03-18
INN12776,2,0,2,2,6,8,1,0,1,185,2018,8,10,1,0,0,0,99.45,1,0,10-08-18
INN12777,2,0,2,1,3,4,1,0,1,6,2018,6,27,1,0,0,0,141,1,0,27-06-18
INN12778,2,0,2,2,2,4,1,0,1,74,2018,9,16,2,0,0,0,95,0,0,16-09-18
INN12779,2,0,2,1,3,4,0,0,1,78,2018,5,23,1,0,0,0,120.28,1,0,23-05-18
